이미지,이름,영문이름,종류,가격,당도,바디,품종,아로마1,아로마2,아로마3
https://wine21.speedgabia.com/WINE_MST/TITLE/0170000/W0170360.png,비냐 마티 챠카 메를로,Vina Marty Chaka Merlot,레드,1,1,4,메를로,돌,베리,사과
https://wine21.speedgabia.com/WINE_MST/TITLE/0170000/W0170359.png,비냐 마티 챠카 카베르네 소비뇽,Vina Marty Chaka Cabernet Sauvignon,레드,1,1,4,카베르네 소비뇽,베리,사과, 
https://wine21.speedgabia.com/WINE_MST/TITLE/0170000/W0170315.png,로마냐 산지오베제 수페리오레 리제르바,Romagna Sangiovese Superiore Riserva,레드,2,1,3,블렌디드,시나몬, , 
https://wine21.speedgabia.com/WINE_MST/TITLE/0170000/W0170288.png,라바날 와인 까발로 도라도 메를로,Ravanal Wine Caballo Dorado Merlot,레드,1,1,4,메를로,베리, , 
https://wine21.speedgabia.com/WINE_MST/IMAGE/0170000/T0170228_001.png,아마란테 스위트,Amarante Sweet,레드,0,3,2,가르나차,베리, , 
https://wine21.speedgabia.com/WINE_MST/IMAGE/0170000/T0170225_001.png,나바로 로페즈 돈 바로소,Navarro Lopez Don Barroso,레드,0,1,3,템프라니요,베리, , 
https://wine21.speedgabia.com/WINE_MST/TITLE/0170000/W0170218.png,유미의 가르고뜨 카베르네 소비뇽,Yumi's Gargotte Cabernet Sauvignon,레드,1,1,4,카베르네 소비뇽,베리,오크통, 
https://wine21.speedgabia.com/WINE_MST/TITLE/0170000/W0170206.png,라바날 와인 까발로 도라도 카베르네 소비뇽,Ravanal Wine Caballo Dorado Cabernet Sauvignon,레드,1,1,4,카베르네 소비뇽,베리, , 
https://wine21.speedgabia.com/WINE_MST/TITLE/0170000/W0170205.png,라바날 와인 까발로 도라도 카르미네르,Ravanal Wine Caballo Dorado Carmenere,레드,1,1,3,카르메네르,베리,사과,시나몬
https://wine21.speedgabia.com/WINE_MST/TITLE/0170000/W0170173.png,그루버 뢰시츠 레드 펩 츠바이겔트,Gruber Roeschitz Red Pepp Zweigelt,레드,1,1,3,츠바이겔트,베리, , 
https://wine21.speedgabia.com/WINE_MST/TITLE/0170000/W0170071.png,보데가스 라 푸리시마 아줄러스 레드,Bodegas La Purisima Azules Red,레드,1,1,3,모나스트렐,베리,사과, 
https://wine21.speedgabia.com/WINE_MST/TITLE/0169000/W0169066.png,운두라가 싱글빈야드 까르메네르,Undurraga Single Vineyard Carmenere,레드,1,1,4,카르메네르,베리,사과,시나몬
https://wine21.speedgabia.com/WINE_MST/TITLE/0169000/W0169009.png,깔멜 앤 조셉 레 떼루아 꼬뜨 뒤 루시옹 빌라쥐,Calmel & Joseph Les Terroirs Cotes du Roussillon Villages,레드,2,1,4,블렌디드,베리,시나몬,오크통
https://wine21.speedgabia.com/WINE_MST/IMAGE/0169000/T0169008_001.png,깔멜 앤 조셉 레 떼루아 꼬르비에르,Calmel & Joseph Les Terroirs Corbieres,레드,2,1,4,블렌디드,사과,허브, 
https://wine21.speedgabia.com/WINE_MST/TITLE/0169000/W0169006.png,깔멜 앤 조셉 레 떼루아 뷰 까리냥,Calmel & Joseph Les Terroirs Vieux Carignan,레드,2,1,4,까리냥,꽃,사과, 
https://wine21.speedgabia.com/WINE_MST/TITLE/0169000/W0169005.png,깔멜 앤 조셉 레 떼루아 생 쉬니앙,Calmel & Joseph Les Terroirs Saint Chinian,레드,2,1,4,블렌디드,돌,베리,숙성
https://wine21.speedgabia.com/WINE_MST/IMAGE/0169000/T0169004_001.png,깔멜 앤 조셉 레 떼루아 포제르,Calmel & Joseph Les Terroirs Faugeres,레드,2,1,4,블렌디드,숙성,시나몬,오크통
https://wine21.speedgabia.com/WINE_MST/TITLE/0169000/W0169003.png,레 뻬이로땅 시라,Les Peyrautins Syrah,레드,1,1,5,시라/쉬라즈,꽃,베리,사과
https://wine21.speedgabia.com/WINE_MST/TITLE/0169000/W0169002.png,레 뻬이로땅 시라 그르나쉬,Les Peyrautins Syrah Grenache,레드,1,1,5,블렌디드,시나몬, , 
https://wine21.speedgabia.com/WINE_MST/TITLE/0168000/W0168945.png,사티스 데이 틴토,Satis dei Tinto,레드,0,1,3,메를로,베리,시나몬,크로와상
https://wine21.speedgabia.com/WINE_MST/TITLE/0168000/W0168885.png,테네브르 GSM,Tenebres GSM,레드,1,1,4,블렌디드,베리,시나몬,오크통
https://wine21.speedgabia.com/WINE_MST/TITLE/0168000/W0168880.png,쉬르 엉 뉘아쥬 까베르네 메를로,Sur Un Nuage Cabernet Merlot,레드,1,1,4,블렌디드,베리,사과,시나몬
https://wine21.speedgabia.com/WINE_MST/TITLE/0168000/W0168879.png,레 라마세르 까베르네 소비뇽,Les Ramasseurs Cabernet Sauvignon,레드,1,1,4,카베르네 소비뇽,베리,사과,숙성
https://wine21.speedgabia.com/WINE_MST/IMAGE/0168000/T0168581_001.png,다크 하비스트 까베르네 소비뇽,Dark Harvest Cabernet Sauvignon,레드,2,1,4,블렌디드,베리,사과,시나몬
https://wine21.speedgabia.com/WINE_MST/TITLE/0168000/W0168564.png,트로잔 홀스 카버네 소비뇽,Trojan Horse Cabernet Sauvignon,레드,1,1,3,카베르네 소비뇽,베리, , 
https://wine21.speedgabia.com/WINE_MST/TITLE/0168000/W0168514.png,꼰드 드 아라이올로스 틴토,Conde de Arraiolos Tinto,레드,2,1,2,블렌디드,베리, , 
https://wine21.speedgabia.com/WINE_MST/TITLE/0168000/W0168470.png,아포틱 카버네 소비뇽,Apothic Cabernet Sauvignon,레드,1,1,3,블렌디드,베리,오크통, 
https://wine21.speedgabia.com/WINE_MST/TITLE/0168000/W0168466.png,프로버브 멜롯,Proverb Merlot,레드,1,1,3,블렌디드,베리,사과,시나몬
https://wine21.speedgabia.com/WINE_MST/TITLE/0168000/W0168465.png,프로버브 까베네 쇼비뇽,Proverb Cabernet Sauvignon,레드,1,1,4,블렌디드,베리,시나몬,오크통
https://wine21.speedgabia.com/WINE_MST/TITLE/0168000/W0168054.png,데로쉐 헤리티지 리저브 피노누아,DeLoach Heritage Reserve Pinot Noir,레드,1,1,3,피노 누아,베리, , 
https://wine21.speedgabia.com/WINE_MST/TITLE/0168000/W0168052.png,데로쉐 헤리티지 리저브 까베르네 쇼비뇽,DeLoach Heritage Reserve Cabernet Sauvignon,레드,1,1,3,카베르네 소비뇽,베리,사과,오크통
https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167888.png,저스트 메를로,Just Merlot,레드,0,1,2,메를로,베리,사과, 
https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167472.png,도스 코파스 리제르바,Dos Copas Reserva,레드,0,1,3,블렌디드,꽃,베리,사과
https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167450.png,패시지 캘리포니아 진판델,Passage California Zinfandel,레드,2,1,4,진판델,꽃,베리,숙성
https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167266.png,까바예로 템프라니요,Caballero Tempranillo,레드,1,1,3,템프라니요,베리,사과,오크통
https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167265.png,까바예로 까베르네 소비뇽,Caballero Cabernet Sauvignon,레드,1,1,3,카베르네 소비뇽,베리, , 
https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167219.png,비리애투스,Viriatus,레드,1,1,3,템프라니요,베리, , 
https://wine21.speedgabia.com/WINE_MST/TITLE/0167000/W0167112.png,크루셰 카베르네 소비뇽,Cruce Cabernet Sauvignon,레드,1,1,3,카베르네 소비뇽,베리,사과,오크통
https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166884.jpg,지엠에스,GMS,레드,1,1,4,블렌디드,꽃,베리,사과
https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166560.jpg,이노바 레드,Innova Red,레드,1,1,3,템프라니요,베리,사과, 
https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166377.jpg,베리 브라더스 & 러드 피노 누아,Berry Bros. & Rudd Pinot Noir,레드,1,1,3,피노 누아,베리, , 
https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166376.jpg,베리 브라더스 & & 러드 네로 다볼라,Berry Bros. & Rudd Nero d'Avola,레드,1,1,3,네로 다볼라,베리,사과, 
https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166192.jpg,위 리저브 당글레 루즈,Oui Reserve D'Angles Rouge,레드,1,1,3,블렌디드,말린과일,베리,사과
https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166124.jpg,코노 수르 비씨클레타 피노 누아 리미티드 에디션,Cono Sur Bicicleta Pinot Noir Limited Edition,레드,1,1,2,피노 누아,베리,사과,오크통
https://wine21.speedgabia.com/WINE_MST/TITLE/0166000/W0166123.jpg,도스 코파스 레드 블렌드,Dos Copas Red Blend,레드,0,2,3,블렌디드,베리,사과, 
https://wine21.speedgabia.com/WINE_MST/TITLE/0165000/W0165307.jpg,비디갈 와이너리 포르타 6 틴토,Vidigal Winery Porta 6 Tinto,레드,1,1,3,블렌디드,베리, , 
https://wine21.speedgabia.com/WINE_MST/TITLE/0165000/W0165298.jpg,대쉬 보쉬 메를로,Dasch Bosch Merlot,레드,1,1,4,메를로,베리,사과,오크통
https://wine21.speedgabia.com/WINE_MST/TITLE/0165000/W0165297.jpg,대쉬 보쉬 까베르네 소비뇽,Dasch Bosch Cabernet Sauvignon,레드,1,1,4,카베르네 소비뇽,오크통, , 
https://wine21.speedgabia.com/WINE_MST/TITLE/0164000/W0164971.jpg,레 모레 산지오베제,Le Morre Sangiovese,레드,2,1,3,산지오베제,베리,사과, 
https://wine21.speedgabia.com/WINE_MST/TITLE/0164000/W0164970.jpg,레 모레 네로 다볼라,Le Morre Nero d'Avola,레드,2,1,3,네로 다볼라,베리,사과, 
https://wine21.speedgabia.com/WINE_MST/TITLE/0164000/W0164969.jpg,레 모레 몬테풀치아노 다부르쪼,Le Morre Montepulciano d'Abruzzo,레드,2,1,3,몬테풀치아노,베리, , 
https://wine21.speedgabia.com/WINE_MST/TITLE/0164000/W0164871.jpg,알레이슈 가르시아 레드,Aleixo Garcia Red,레드,0,2,2,시라/쉬라즈,꽃,베리, 
https://wine21.speedgabia.com/WINE_MST/TITLE/0164000/W0164719.jpg,라포스톨 달라멜 메를로,Lapostolle D'alamel Merlot,레드,1,1,4,메를로,베리,사과, 
https://wine21.speedgabia.com/WINE_MST/TITLE/0164000/W0164718.jpg,라포스톨 달라멜 카베르네 소비뇽,Lapostolle D'alamel Cabernet Sauvignon,레드,1,1,4,카베르네 소비뇽,베리,사과,시나몬
https://wine21.speedgabia.com/WINE_MST/TITLE/0164000/W0164681.jpg,보데가스 까레 엔젤 디비니따 레드,Bodegas Care Angel Divinita Red,레드,2,1,3,블렌디드,사과,오크통, 
https://wine21.speedgabia.com/WINE_MST/TITLE/0164000/W0164547.jpg,보데가스 까레 레드 블렌드,Bodegas Care Red Blend,레드,2,1,3,블렌디드,베리, , 
https://wine21.speedgabia.com/WINE_MST/TITLE/0164000/W0164501.jpg,슈미트 숀 돈펠더 라인헤센,Schmitt Sohne Dornfelder Rheinhessen,레드,2,3,2,돈펠더,꽃, , 
https://wine21.speedgabia.com/WINE_MST/TITLE/0164000/W0164499.jpg,페데리코 파테니나 템프라니요,Federico Parternina Rioja Tempranillo,레드,1,1,4,템프라니요,시나몬,오크통, 
https://wine21.speedgabia.com/WINE_MST/TITLE/0164000/W0164497.jpg,페데리코 파테니나 크리안자 반다 오로,Federico Parternina Crianza Banda Oro,레드,0,1,4,블렌디드,오크통, , 
https://wine21.speedgabia.com/WINE_MST/TITLE/0164000/W0164172.png,아라마 쉬라,Arama Red Syrah,레드,1,1,4,시라/쉬라즈,베리, , 
https://wine21.speedgabia.com/WINE_MST/TITLE/0164000/W0164165.png,아라마 템프라니요 프리미어,Arama Red Tempranillo Premier,레드,2,1,4,템프라니요,베리, , 
https://wine21.speedgabia.com/WINE_MST/TITLE/0164000/W0164163.png,아라마 템프라니요,Arama Red Tempranillo,레드,1,1,3,템프라니요,베리, , 
https://wine21.speedgabia.com/WINE_MST/TITLE/0164000/W0164161.png,아라마 세미 스위트 레드,Arama Semi Sweet Red,레드,1,3,3,템프라니요,베리, , 
https://wine21.speedgabia.com/WINE_MST/TITLE/0164000/W0164160.png,아라마 까베르네 소비뇽,Arama Cabernet Sauvignon,레드,1,1,4,카베르네 소비뇽,돌,베리, 
https://wine21.speedgabia.com/WINE_MST/TITLE/0163000/W0163176.jpg,마르께스 데 톨레도 크리안자,Marques de Toledo Crianza,레드,1,1,3,템프라니요,베리,오크통, 
https://wine21.speedgabia.com/WINE_MST/TITLE/0163000/W0163175.jpg,마르께스 데 톨레도 리제르바,Marques de Toledo Reserva,레드,2,1,3,블렌디드,숙성,오크통, 
https://wine21.speedgabia.com/WINE_MST/IMAGE/0162000/T0162869_003.png,하디스 노타지 힐 쉬라즈,Hardys Nottage Hills Shiraz,레드,1,1,4,시라/쉬라즈,시나몬,오크통, 
https://wine21.speedgabia.com/WINE_MST/TITLE/0162000/W0162773.jpg,페데리코 파테니나 크리안자,Federico Paternina Crianza,레드,1,1,4,블렌디드,꽃,오크통, 
https://wine21.speedgabia.com/WINE_MST/TITLE/0162000/W0162442.jpg,트루아젤 리제르바 까베르네 소비뇽,TroisL Reserva Cabernet Sauvignon,레드,1,1,5,카베르네 소비뇽,베리,사과,숙성
https://wine21.speedgabia.com/WINE_MST/TITLE/0162000/W0162439.jpg,보샤뗄 메를로,Beauchatel Merlot,레드,0,1,2,메를로,베리,사과,시나몬
https://wine21.speedgabia.com/WINE_MST/TITLE/0162000/W0162438.jpg,보샤뗄 까베르네 소비뇽,Beauchatel Cabernet Sauvignon,레드,0,1,2,카베르네 소비뇽,베리,시나몬,오크통
https://wine21.speedgabia.com/WINE_MST/TITLE/0162000/W0162413.jpg,르네 바르비에 로블 레드,Rene Barbier Robel red,레드,0,1,4,블렌디드,베리,사과,시나몬
https://wine21.speedgabia.com/WINE_MST/TITLE/0162000/W0162387.jpg,프레시넷 미아 틴토,Freixenet Mia Tinto,레드,1,1,3,템프라니요,레몬,사과, 
https://wine21.speedgabia.com/WINE_MST/TITLE/0162000/W0162342.jpg,페스타 로쏘,Festa Rosso,레드,1,4,2,블렌디드,꽃, , 
https://wine21.speedgabia.com/WINE_MST/TITLE/0162000/W0162152.jpg,피치니 히에론 몬테풀치아노 다브루쪼,Piccini Hieron Montepulciano d'Abruzzo,레드,1,1,3,몬테풀치아노,베리, , 
https://wine21.speedgabia.com/WINE_MST/TITLE/0162000/W0162001.jpg,이기갈 꼬뜨 뒤 론 스페셜 셀렉션,E.Guigal Cotes du Rhone Special Selection,레드,1,1,3,블렌디드,베리,사과, 
https://wine21.speedgabia.com/WINE_MST/IMAGE/0161000/T0161713_001.png,울프 블라스 레드 라벨 쉬라즈,Wolf Blass Red Label Shiraz,레드,1,1,4,시라/쉬라즈,베리,오크통, 
https://wine21.speedgabia.com/WINE_MST/TITLE/0161000/W0161543.jpg,알마 플라멘카 세미둘세,Alma Flamenca Semidulce,레드,1,3,3,템프라니요,베리, , 
https://wine21.speedgabia.com/WINE_MST/TITLE/0161000/W0161218.jpg,베어플래그 다크 레드,BearFlag Dark Red,레드,1,2,3,블렌디드,베리,오크통, 
https://wine21.speedgabia.com/WINE_MST/TITLE/0161000/W0161217.jpg,베어플래그 스무스 레드,BearFlag Smoth Red,레드,1,4,3,블렌디드,베리,시나몬,오크통
https://wine21.speedgabia.com/WINE_MST/TITLE/0160000/W0160908.jpg,쁘띠 보야쥐 메를로,Petit Voyage Merlot,레드,0,1,3,메를로,베리,사과, 
https://wine21.speedgabia.com/WINE_MST/TITLE/0160000/W0160488.jpg,로난 바이 끌리네 레드,Ronan by Clinet Red,레드,1,1,2,메를로,베리, , 
https://wine21.speedgabia.com/WINE_MST/TITLE/0160000/W0160001.jpg,피치니 키안티,Piccini Chianti,레드,1,1,3,블렌디드,레몬, , 
https://wine21.speedgabia.com/WINE_MST/TITLE/0159000/W0159998.jpg,피치니 메모로 레드,Piccini Memoro Red,레드,1,2,3,블렌디드,베리,사과,오크통
https://wine21.speedgabia.com/WINE_MST/TITLE/0159000/W0159963.jpg,벨트악스 돈펠더,Weltachs Dornfelder,레드,1,1,3,돈펠더,베리,사과, 
https://wine21.speedgabia.com/WINE_MST/TITLE/0159000/W0159924.jpg,그랑 수드 메를로,Grand Sud Merlot,레드,0,1,3,메를로,말린과일,베리,시나몬
https://wine21.speedgabia.com/WINE_MST/TITLE/0159000/W0159922.jpg,그랑 수드 까베르네 소비뇽,Grand Sud Cabernet Sauvignon,레드,0,1,2,카베르네 소비뇽,파프리카, , 
https://wine21.speedgabia.com/WINE_MST/TITLE/0159000/W0159879.jpg,라피트 보르도,Lafite Bordeaux,레드,1,1,3,블렌디드,베리,시나몬, 
https://wine21.speedgabia.com/WINE_MST/TITLE/0159000/W0159864.png,캐년 로드 멜롯,Canyon Road Merlot,레드,1,1,3,메를로,베리,사과, 
https://wine21.speedgabia.com/WINE_MST/TITLE/0159000/W0159863.png,캐년 로드 까베르네 소비뇽,Canyon Road Cabernet Sauvignon,레드,1,1,3,카베르네 소비뇽,베리,오크통, 
https://wine21.speedgabia.com/WINE_MST/TITLE/0159000/W0159792.jpg,로스 바스코스 스페셜 셀렉션 카베르네 소비뇽,Los Vascos Special Selection Cabernet Sauvignon,레드,2,1,3,카베르네 소비뇽,시나몬,아몬드, 
https://wine21.speedgabia.com/WINE_MST/TITLE/0159000/W0159781.jpg,운두라가 알리웬 까베르네 소비뇽 메를로,Undurraga Aliwen Cabernet Sauvignon Merlot,레드,1,1,3,블렌디드,사과,오크통, 
https://wine21.speedgabia.com/WINE_MST/TITLE/0159000/W0159780.jpg,운두라가 알리웬 까베르네 소비뇽 까르메네르,Undurraga Aliwen Cabernet Sauvignon Carmenere,레드,1,1,3,블렌디드,오크통, , 
https://wine21.speedgabia.com/WINE_MST/TITLE/0159000/W0159752.jpg,G7 레세르바 까베르네 소비뇽,G7 Reserva Cabernet Sauvignon,레드,1,1,3,카베르네 소비뇽,베리,사과,시나몬
https://wine21.speedgabia.com/WINE_MST/TITLE/0159000/W0159747.jpg,T7 메를로,T7 Merlot,레드,0,2,2,메를로,베리, , 
https://wine21.speedgabia.com/WINE_MST/TITLE/0159000/W0159746.jpg,T7 까베르네 소비뇽,T7 Cabernet Sauvignon,레드,0,1,2,카베르네 소비뇽,오크통, , 
https://wine21.speedgabia.com/WINE_MST/IMAGE/0159000/T0159416_003.png,울프 블라스 이글호크 쉬라즈,Wolf Blass Eaglehawk Shiraz,레드,1,1,4,시라/쉬라즈,시나몬,오크통, 
https://wine21.speedgabia.com/WINE_MST/TITLE/0159000/W0159239.jpg,와일드 바인스 블랙베리 메를로,Wild Vines Blackberry Merlot,레드,1,4,2,블렌디드,베리, , 
https://wine21.speedgabia.com/WINE_MST/TITLE/0159000/W0159055.jpg,스택 와인즈 스톰호크 까베르네 소비뇽,Stack Wines Stormhoek Cabernet Sauvignon,레드,1,3,3,카베르네 소비뇽,시나몬,오크통,파인애플
https://wine21.speedgabia.com/WINE_MST/TITLE/0159000/W0159053.jpg,스택 와인즈 레드 블렌드,Stack Wine Red Blend,레드,1,1,3,블렌디드,오크통, , 
https://wine21.speedgabia.com/WINE_MST/TITLE/0159000/W0159052.jpg,스택 와인 까베르네 소비뇽,Stack Wine Cabernet Sauvignon,레드,1,1,3,카베르네 소비뇽,시나몬,오크통, 
https://wine21.speedgabia.com/WINE_MST/TITLE/0158000/W0158036.jpg,와인맨 오브 고담 쉬라즈,Wine Men Of Gotham Shiraz,레드,2,1,3,시라/쉬라즈,사과,오크통, 
https://wine21.speedgabia.com/WINE_MST/TITLE/0158000/W0158035.jpg,와인맨 오브 고담 까버네 소비뇽,Wine Men Of Gotham Cabernet Sauvignon,레드,1,1,2,카베르네 소비뇽,오크통, , 
https://wine21.speedgabia.com/WINE_MST/TITLE/0157000/W0157690.jpg,에밀리아나 에코발란스 까베르네 소비뇽,Emiliana Ecobalance Cabernet Sauvignon,레드,1,1,3,블렌디드,베리,오크통, 
https://wine21.speedgabia.com/WINE_MST/TITLE/0157000/W0157105.jpg,산타 인피니토 그랑 리저브 까베르네 소비뇽,Santa Infinito Grand Reserve Cabernet Sauvignon,레드,2,1,5,카베르네 소비뇽,사과,오크통, 
https://wine21.speedgabia.com/WINE_MST/TITLE/0157000/W0157048.jpg,트레시 라울 클레제 꼬뜨뒤론,Tresch Raoul Clerget Cotes Du Rhone,레드,1,1,3,블렌디드,베리,사과,시나몬
https://wine21.speedgabia.com/WINE_MST/TITLE/0156000/W0156354.jpg,모란데 레세르바 까르미네르,Morande Reserva Carmenere,레드,2,1,3,카르메네르,사과,숙성, 
https://wine21.speedgabia.com/WINE_MST/TITLE/0156000/W0156200.jpg,센시 키안티,Sensi Chianti,레드,2,1,2,블렌디드,베리, , 
https://wine21.speedgabia.com/WINE_MST/TITLE/0155000/W0155866.jpg,하디스 노타지 힐 피노누아,Hardys Nottage Hill Pinot Noir,레드,1,1,3,피노 누아,베리,허브, 
https://wine21.speedgabia.com/WINE_MST/TITLE/0155000/W0155813.jpg,원글라스 까베르네 소비뇽,One Glass Cabernet Sauvignon,레드,0,1,3,카베르네 소비뇽,꽃, , 
https://wine21.speedgabia.com/WINE_MST/TITLE/0155000/W0155605.jpg,콘차이 토로 디아블로 피노 누아,Concha y Toro Casillero del Diablo Pinot Noir,레드,1,1,3,피노 누아,오크통, , 
https://wine21.speedgabia.com/WINE_MST/TITLE/0155000/155538.jpg,테스코 빈야드 호주 쉬라즈,Tesco Vineyard Australian Shiraz,레드,0,2,3,시라/쉬라즈,베리,사과, 
https://wine21.speedgabia.com/WINE_MST/TITLE/0155000/155537.jpg,테스코 빈야드 호주 까베네소비뇽,Tesco Vineyard Australian Cabernet Sauvignon,레드,0,1,3,카베르네 소비뇽,베리, , 
https://wine21.speedgabia.com/WINE_MST/TITLE/0155000/W0155530.jpg,오토리타스 카르메네르,Autoritas Carmenere,레드,2,1,3,카르메네르,베리,사과, 
https://wine21.speedgabia.com/WINE_MST/TITLE/0155000/W0155529.jpg,오토리타스 시라,Autoritas Syrah,레드,2,1,3,시라/쉬라즈,베리,오크통, 
https://wine21.speedgabia.com/WINE_MST/TITLE/0155000/W0155528.jpg,오토리타스 멀롯,Autoritas Merlot,레드,2,1,3,메를로,베리,시나몬, 
https://wine21.speedgabia.com/WINE_MST/TITLE/0155000/W0155527.jpg,오토리타스 카버네 소비뇽,Autoritas Cabernet Sauvignon,레드,2,1,3,카베르네 소비뇽,베리,시나몬, 
https://wine21.speedgabia.com/WINE_MST/TITLE/0155000/155517.jpg,폴 마쏭 버건디,Paul Masson Burgundy,레드,1,1,2,블렌디드,베리,허브, 
https://wine21.speedgabia.com/WINE_MST/TITLE/0155000/W0155516.jpg,블랙 박스 까베르네 소비뇽,Black Box Cabernet Sauvignon,레드,1,2,3,블렌디드,시나몬,오크통,크로와상
https://wine21.speedgabia.com/WINE_MST/TITLE/0155000/155428.jpg,까넬리 꽈뜨로 로쏘,Canelli Quattro Rosso,레드,2,4,3,블렌디드,꽃, , 
https://wine21.speedgabia.com/WINE_MST/TITLE/0154000/W0154755.jpg,얄리 와일드 스완 메를로,Yali Wild Swan Merlot,레드,1,1,2,블렌디드,베리,사과,시나몬
https://wine21.speedgabia.com/WINE_MST/TITLE/0154000/W0154754.jpg,얄리 와일드 스완 까베르네 소비뇽,Yali Wild Swan Cabernet Sauvignon,레드,1,1,2,블렌디드,베리,오크통, 
https://wine21.speedgabia.com/WINE_MST/TITLE/0154000/W0154591.jpg,브리 메를로,Bree Merlot,레드,0,2,3,메를로,베리,사과, 
https://wine21.speedgabia.com/WINE_MST/TITLE/0154000/154460.jpg,산타 인피니토 리저바도 까베르네 소비뇽,Santa Infinito Reservado Cabernet Sauvignon,레드,2,1,4,카베르네 소비뇽,꽃,오크통, 
https://wine21.speedgabia.com/WINE_MST/TITLE/0154000/154457.jpg,발도뷰 샤뜨듀이 드 코라이,Valorbieu Chatelain de Coraille,레드,2,2,4,블렌디드,시나몬, , 
https://wine21.speedgabia.com/WINE_MST/TITLE/0154000/154335.jpg,글라디움 템프라니요,Gladium Tempranillo,레드,1,1,3,템프라니요,베리,오크통, 
https://wine21.speedgabia.com/WINE_MST/TITLE/0154000/W0154133.png,코노 수르 비씨클레타 까베르네 소비뇽,Cono Sur Bicicleta Cabernet Sauvignon,레드,1,1,3,블렌디드,사과,시나몬,오크통
https://wine21.speedgabia.com/WINE_MST/TITLE/0153000/W0153498.jpg,보르사오 셀렉션 틴토,Borsaso Selection Tinto,레드,1,2,3,블렌디드,베리, , 
https://wine21.speedgabia.com/WINE_MST/TITLE/0153000/W0153004.jpg,테라마터 파소 델 솔 메를로,Terramater Paso Del Sol Merlot,레드,2,1,3,메를로,베리,사과, 
https://wine21.speedgabia.com/WINE_MST/TITLE/0152000/W0152983.jpg,칼디롤라 아만떼,Caldirola Amante,레드,1,4,3,블렌디드,베리, , 
https://wine21.speedgabia.com/WINE_MST/TITLE/0152000/W0152776.jpg,올리바레스 후미야 띤또,Olivares Jumilla Tinto,레드,2,1,3,블렌디드,꽃,베리,시나몬
https://wine21.speedgabia.com/WINE_MST/TITLE/0152000/W0152753.jpg,라 루즈 오렌지,LA LUZ ORANGE,레드,2,1,3,카베르네 소비뇽,베리, , 
https://wine21.speedgabia.com/WINE_MST/TITLE/0152000/W0152406.jpg,모건 데이비드 석류,Mogen David Pomegranate,레드,1,4,2,콩코드,베리,사과, 
https://wine21.speedgabia.com/WINE_MST/TITLE/0152000/W0152279.png,코노 수르 비씨클레타 피노 누아,Cono Sur Bicicleta Pinot Noir,레드,1,1,2,피노 누아,베리,사과,오크통
